Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Malta,European Region of WHO,South West Europe,2018,4,1/22/2018,1/28/2018,,0,0,6,6,,0,12,0,0,66,66,78,,No Report
Malta,European Region of WHO,South West Europe,2018,5,1/29/2018,2/4/2018,,330,0,3,10,,0,13,0,0,55,55,68,,No Report
Malta,European Region of WHO,South West Europe,2018,6,2/5/2018,2/11/2018,,240,0,6,5,,0,11,0,0,38,38,49,,No Report
Malta,European Region of WHO,South West Europe,2018,7,2/12/2018,2/18/2018,,300,0,7,5,,0,12,0,0,26,26,38,,No Report
Malta,European Region of WHO,South West Europe,2018,8,2/19/2018,2/25/2018,,230,0,5,5,,0,10,0,0,20,20,30,,No Report
Malta,European Region of WHO,South West Europe,2018,9,2/26/2018,3/4/2018,,280,0,5,1,,0,6,0,0,5,5,11,,No Report
Malta,European Region of WHO,South West Europe,2018,10,3/5/2018,3/11/2018,,200,0,10,4,,0,14,0,0,6,6,20,,No Report
Malta,European Region of WHO,South West Europe,2018,11,3/12/2018,3/18/2018,,200,0,6,6,,0,12,0,0,3,3,15,,No Report
Malta,European Region of WHO,South West Europe,2018,12,3/19/2018,3/25/2018,,200,0,2,6,,0,8,0,0,5,5,13,,No Report
Malta,European Region of WHO,South West Europe,2018,13,3/26/2018,4/1/2018,,160,0,3,5,,0,8,0,0,2,2,10,,No Report
Malta,European Region of WHO,South West Europe,2018,14,4/2/2018,4/8/2018,,200,0,5,7,,0,12,0,0,7,7,19,,No Report
Malta,European Region of WHO,South West Europe,2018,15,4/9/2018,4/15/2018,,160,0,0,3,,0,3,0,0,1,1,4,,No Report
Malta,European Region of WHO,South West Europe,2018,16,4/16/2018,4/22/2018,,170,0,2,3,,0,5,0,0,1,1,6,,No Report
Malta,European Region of WHO,South West Europe,2018,17,4/23/2018,4/29/2018,,150,0,0,1,,0,1,0,0,1,1,2,,No Report
Malta,European Region of WHO,South West Europe,2018,18,4/30/2018,5/6/2018,,150,0,0,0,,0,0,0,0,1,1,1,,No Report
Malta,European Region of WHO,South West Europe,2018,19,5/7/2018,5/13/2018,,180,0,1,3,,0,4,0,0,0,0,4,,No Report
Malta,European Region of WHO,South West Europe,2018,20,5/14/2018,5/20/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Malta,European Region of WHO,South West Europe,2018,21,5/21/2018,5/27/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,22,5/28/2018,6/3/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,23,6/4/2018,6/10/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,24,6/11/2018,6/17/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,25,6/18/2018,6/24/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,26,6/25/2018,7/1/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,27,7/2/2018,7/8/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,28,7/9/2018,7/15/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,29,7/16/2018,7/22/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,30,7/23/2018,7/29/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,31,7/30/2018,8/5/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,32,8/6/2018,8/12/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,33,8/13/2018,8/19/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,34,8/20/2018,8/26/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,35,8/27/2018,9/2/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,36,9/3/2018,9/9/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,37,9/10/2018,9/16/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,38,9/17/2018,9/23/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,39,9/24/2018,9/30/2018,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2018,40,10/1/2018,10/7/2018,,140,0,0,2,,0,2,0,0,0,0,2,,No Report
Malta,European Region of WHO,South West Europe,2018,41,10/8/2018,10/14/2018,,160,0,0,0,,0,0,0,0,0,0,0,,No Report
Malta,European Region of WHO,South West Europe,2018,42,10/15/2018,10/21/2018,,160,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2018,43,10/22/2018,10/28/2018,,200,0,0,5,,0,5,0,0,0,0,5,,No Report
Malta,European Region of WHO,South West Europe,2018,44,10/29/2018,11/4/2018,,180,0,0,5,,0,5,0,0,0,0,5,,No Report
Malta,European Region of WHO,South West Europe,2018,45,11/5/2018,11/11/2018,,210,0,1,2,,0,3,0,0,0,0,3,,No Report
Malta,European Region of WHO,South West Europe,2018,46,11/12/2018,11/18/2018,,210,0,0,2,,0,2,0,0,0,0,2,,No Report
Malta,European Region of WHO,South West Europe,2018,47,11/19/2018,11/25/2018,,200,0,1,4,,0,5,0,0,1,1,6,,No Report
Malta,European Region of WHO,South West Europe,2018,48,11/26/2018,12/2/2018,,230,0,3,5,,0,8,0,0,0,0,8,,No Report
Malta,European Region of WHO,South West Europe,2018,49,12/3/2018,12/9/2018,,170,0,2,4,,0,6,0,0,0,0,6,,No Report
Malta,European Region of WHO,South West Europe,2018,50,12/10/2018,12/16/2018,,250,0,4,1,,0,5,0,0,0,0,5,,No Report
Malta,European Region of WHO,South West Europe,2018,51,12/17/2018,12/23/2018,,290,0,14,5,,0,19,0,0,1,1,20,,No Report
Malta,European Region of WHO,South West Europe,2018,52,12/24/2018,12/30/2018,,330,0,21,14,,0,35,0,0,0,0,35,,No Report
Malta,European Region of WHO,South West Europe,2019,1,12/31/2018,1/6/2019,,420,0,54,30,,0,84,0,0,0,0,84,,No Report
Malta,European Region of WHO,South West Europe,2019,2,1/7/2019,1/13/2019,,480,0,78,27,,0,105,0,0,0,0,105,,No Report
Malta,European Region of WHO,South West Europe,2019,3,1/14/2019,1/20/2019,,550,0,110,39,,0,149,0,0,0,0,149,,No Report
Malta,European Region of WHO,South West Europe,2019,4,1/21/2019,1/27/2019,,530,0,82,47,,0,129,0,0,0,0,129,,No Report
Malta,European Region of WHO,South West Europe,2019,5,1/28/2019,2/3/2019,,510,0,72,37,,0,109,0,0,0,0,109,,No Report
Malta,European Region of WHO,South West Europe,2019,6,2/4/2019,2/10/2019,,410,0,47,24,,0,71,0,0,0,0,71,,No Report
Malta,European Region of WHO,South West Europe,2019,7,2/11/2019,2/17/2019,,320,0,30,17,,0,47,0,0,0,0,47,,No Report
Malta,European Region of WHO,South West Europe,2019,8,2/18/2019,2/24/2019,,380,0,46,36,,0,82,0,0,0,0,82,,No Report
Malta,European Region of WHO,South West Europe,2019,9,2/25/2019,3/3/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,10,3/4/2019,3/10/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,11,3/11/2019,3/17/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,12,3/18/2019,3/24/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,13,3/25/2019,3/31/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,14,4/1/2019,4/7/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,15,4/8/2019,4/14/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,16,4/15/2019,4/21/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,17,4/22/2019,4/28/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,18,4/29/2019,5/5/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,19,5/6/2019,5/12/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,20,5/13/2019,5/19/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,21,5/20/2019,5/26/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,22,5/27/2019,6/2/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,23,6/3/2019,6/9/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,24,6/10/2019,6/16/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,25,6/17/2019,6/23/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,26,6/24/2019,6/30/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,27,7/1/2019,7/7/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,28,7/8/2019,7/14/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,29,7/15/2019,7/21/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,30,7/22/2019,7/28/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,31,7/29/2019,8/4/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,32,8/5/2019,8/11/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,33,8/12/2019,8/18/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,34,8/19/2019,8/25/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,35,8/26/2019,9/1/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,36,9/2/2019,9/8/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,37,9/9/2019,9/15/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,38,9/16/2019,9/22/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,39,9/23/2019,9/29/2019,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,40,9/30/2019,10/6/2019,,210,0,0,6,,0,6,0,0,1,1,7,,No Report
Malta,European Region of WHO,South West Europe,2019,41,10/7/2019,10/13/2019,,160,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2019,42,10/14/2019,10/20/2019,,240,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2019,43,10/21/2019,10/27/2019,,140,0,0,0,,0,0,0,0,1,1,1,,No Report
Malta,European Region of WHO,South West Europe,2019,44,10/28/2019,11/3/2019,,130,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2019,45,11/4/2019,11/10/2019,,190,0,3,3,,0,6,0,0,0,0,6,,No Report
Malta,European Region of WHO,South West Europe,2019,46,11/11/2019,11/17/2019,,240,0,0,5,,0,5,0,0,0,0,5,,No Report
Malta,European Region of WHO,South West Europe,2019,47,11/18/2019,11/24/2019,,240,0,0,3,,0,3,0,0,0,0,3,,No Report
Malta,European Region of WHO,South West Europe,2019,48,11/25/2019,12/1/2019,,210,0,4,0,,0,4,0,0,1,1,5,,No Report
Malta,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,280,0,0,1,,0,1,0,0,2,2,3,,No Report
Malta,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,200,0,1,2,,0,3,0,0,2,2,5,,No Report
Malta,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,290,0,0,7,,0,7,0,0,1,1,8,,No Report
Malta,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,210,0,1,12,,0,13,0,0,3,3,16,,No Report
