Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Luxembourg,European Region of WHO,South West Europe,2016,52,12/26/2016,1/1/2017,,28,0,0,17,,2,19,0,0,1,1,20,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,1,1/2/2017,1/8/2017,,52,0,0,19,,4,23,0,0,1,1,24,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,2,1/9/2017,1/15/2017,,51,0,0,21,,4,25,0,0,1,1,26,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,3,1/16/2017,1/22/2017,,64,0,0,29,,0,29,0,0,0,0,29,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,4,1/23/2017,1/29/2017,,49,0,0,18,,0,18,0,0,0,0,18,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,5,1/30/2017,2/5/2017,,70,0,0,23,,3,26,0,0,0,0,26,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,6,2/6/2017,2/12/2017,,50,0,1,14,,2,17,0,0,0,0,17,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,7,2/13/2017,2/19/2017,,36,0,0,9,,2,11,0,0,0,0,11,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,8,2/20/2017,2/26/2017,,13,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,9,2/27/2017,3/5/2017,,14,0,0,1,,2,3,0,0,0,0,3,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,10,3/6/2017,3/12/2017,,13,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,11,3/13/2017,3/19/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,12,3/20/2017,3/26/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,13,3/27/2017,4/2/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,14,4/3/2017,4/9/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,15,4/10/2017,4/16/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,16,4/17/2017,4/23/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,17,4/24/2017,4/30/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,18,5/1/2017,5/7/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,19,5/8/2017,5/14/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,20,5/15/2017,5/21/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,21,5/22/2017,5/28/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,22,5/29/2017,6/4/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,23,6/5/2017,6/11/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,24,6/12/2017,6/18/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,25,6/19/2017,6/25/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,26,6/26/2017,7/2/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,27,7/3/2017,7/9/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,28,7/10/2017,7/16/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,29,7/17/2017,7/23/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,30,7/24/2017,7/30/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,31,7/31/2017,8/6/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,32,8/7/2017,8/13/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,33,8/14/2017,8/20/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,34,8/21/2017,8/27/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,35,8/28/2017,9/3/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,36,9/4/2017,9/10/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,37,9/11/2017,9/17/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,38,9/18/2017,9/24/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,39,9/25/2017,10/1/2017,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,40,10/2/2017,10/8/2017,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,41,10/9/2017,10/15/2017,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,42,10/16/2017,10/22/2017,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,43,10/23/2017,10/29/2017,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,44,10/30/2017,11/5/2017,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,45,11/6/2017,11/12/2017,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,46,11/13/2017,11/19/2017,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,47,11/20/2017,11/26/2017,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,48,11/27/2017,12/3/2017,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,49,12/4/2017,12/10/2017,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,50,12/11/2017,12/17/2017,,7,0,0,0,,0,0,0,0,1,1,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,51,12/18/2017,12/24/2017,,9,0,2,0,,0,2,0,0,0,0,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2017,52,12/25/2017,12/31/2017,,11,0,6,0,,0,6,0,0,1,1,7,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,1,1/1/2018,1/7/2018,,37,0,8,0,,0,8,0,0,9,9,17,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,2,1/8/2018,1/14/2018,,58,0,20,4,,0,24,0,0,11,11,35,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,3,1/15/2018,1/21/2018,,96,0,41,3,,0,44,0,0,26,26,70,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,4,1/22/2018,1/28/2018,,148,0,45,6,,0,51,0,0,44,44,95,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,5,1/29/2018,2/4/2018,,170,0,46,7,,0,53,0,0,43,43,96,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,6,2/5/2018,2/11/2018,,171,0,50,2,,0,52,0,0,67,67,119,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,7,2/12/2018,2/18/2018,,146,0,37,0,,0,37,0,0,49,49,86,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,8,2/19/2018,2/25/2018,,221,0,32,3,,1,36,0,0,69,69,105,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,9,2/26/2018,3/4/2018,,185,0,56,0,,0,56,0,0,59,59,115,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,10,3/5/2018,3/11/2018,,236,0,57,7,,0,64,0,0,75,75,139,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,11,3/12/2018,3/18/2018,,219,0,36,3,,0,39,0,0,40,40,79,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,12,3/19/2018,3/25/2018,,97,0,10,4,,0,14,0,0,15,15,29,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,13,3/26/2018,4/1/2018,,46,0,8,7,,0,15,0,0,9,9,24,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,14,4/2/2018,4/8/2018,,19,0,2,1,,0,3,0,0,4,4,7,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,15,4/9/2018,4/15/2018,,7,0,0,2,,0,2,0,0,0,0,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,16,4/16/2018,4/22/2018,,7,0,1,1,,0,2,0,0,0,0,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,17,4/23/2018,4/29/2018,,3,0,1,0,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,18,4/30/2018,5/6/2018,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,19,5/7/2018,5/13/2018,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,20,5/14/2018,5/20/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,21,5/21/2018,5/27/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,22,5/28/2018,6/3/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,23,6/4/2018,6/10/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,24,6/11/2018,6/17/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,25,6/18/2018,6/24/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,26,6/25/2018,7/1/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,27,7/2/2018,7/8/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,28,7/9/2018,7/15/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,29,7/16/2018,7/22/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,30,7/23/2018,7/29/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,31,7/30/2018,8/5/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,32,8/6/2018,8/12/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,33,8/13/2018,8/19/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,34,8/20/2018,8/26/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,35,8/27/2018,9/2/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,36,9/3/2018,9/9/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,37,9/10/2018,9/16/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,38,9/17/2018,9/23/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,39,9/24/2018,9/30/2018,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,40,10/1/2018,10/7/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,41,10/8/2018,10/14/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,42,10/15/2018,10/21/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,43,10/22/2018,10/28/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,44,10/29/2018,11/4/2018,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,45,11/5/2018,11/11/2018,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,46,11/12/2018,11/18/2018,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,47,11/19/2018,11/25/2018,,10,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,48,11/26/2018,12/2/2018,,8,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,49,12/3/2018,12/9/2018,,10,0,0,3,,0,3,0,0,0,0,3,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,50,12/10/2018,12/16/2018,,19,0,0,3,,0,3,0,0,0,0,3,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,51,12/17/2018,12/23/2018,,32,0,0,8,,0,8,0,0,0,0,8,,No Report
Luxembourg,European Region of WHO,South West Europe,2018,52,12/24/2018,12/30/2018,,3,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,1,12/31/2018,1/6/2019,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,2,1/7/2019,1/13/2019,,22,0,5,6,,0,11,0,0,1,1,12,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,3,1/14/2019,1/20/2019,,34,0,6,8,,0,14,0,0,0,0,14,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,4,1/21/2019,1/27/2019,,76,0,9,35,,0,44,0,0,0,0,44,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,5,1/28/2019,2/3/2019,,82,0,7,30,,0,37,0,0,0,0,37,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,6,2/4/2019,2/10/2019,,93,0,12,40,,0,52,0,0,0,0,52,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,7,2/11/2019,2/17/2019,,103,0,9,52,,0,61,0,0,0,0,61,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,8,2/18/2019,2/24/2019,,85,0,8,46,,0,54,0,0,0,0,54,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,9,2/25/2019,3/3/2019,,48,0,5,17,,0,22,0,0,0,0,22,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,10,3/4/2019,3/10/2019,,38,0,4,13,,0,17,0,0,0,0,17,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,11,3/11/2019,3/17/2019,,44,0,2,15,,0,17,0,0,0,0,17,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,12,3/18/2019,3/24/2019,,35,0,5,5,,0,10,0,0,0,0,10,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,13,3/25/2019,3/31/2019,,30,0,1,6,,0,7,0,0,0,0,7,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,14,4/1/2019,4/7/2019,,16,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,15,4/8/2019,4/14/2019,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,16,4/15/2019,4/21/2019,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,17,4/22/2019,4/28/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,18,4/29/2019,5/5/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,19,5/6/2019,5/12/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,20,5/13/2019,5/19/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,21,5/20/2019,5/26/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,22,5/27/2019,6/2/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,23,6/3/2019,6/9/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,24,6/10/2019,6/16/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,25,6/17/2019,6/23/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,26,6/24/2019,6/30/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,27,7/1/2019,7/7/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,28,7/8/2019,7/14/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,29,7/15/2019,7/21/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,30,7/22/2019,7/28/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,31,7/29/2019,8/4/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,32,8/5/2019,8/11/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,33,8/12/2019,8/18/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,34,8/19/2019,8/25/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,35,8/26/2019,9/1/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,36,9/2/2019,9/8/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,37,9/9/2019,9/15/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,38,9/16/2019,9/22/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,39,9/23/2019,9/29/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,40,9/30/2019,10/6/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,41,10/7/2019,10/13/2019,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,42,10/14/2019,10/20/2019,,13,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,43,10/21/2019,10/27/2019,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,44,10/28/2019,11/3/2019,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,45,11/4/2019,11/10/2019,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,46,11/11/2019,11/17/2019,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,47,11/18/2019,11/24/2019,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,48,11/25/2019,12/1/2019,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,21,0,2,2,,0,4,0,0,2,2,6,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,9,0,0,4,,0,4,0,0,0,0,4,,No Report
